X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process,INSPECT
145,4.175,72.7,145,4,4,-3.09,0.0516,327,4.92,0,81.8,3.9,-8.5,81.8,4,4,0.922,0.0207,325,1.55,-1.73E-06,31.6,14.9,1124,31.7,22,1004,0,0,0,0,2084,57.3,-11.3,2094,57.3,4.000000954,22.5,1.12,318,115,0.215,16,1,130,50,Layer 1 Up,PASS
145,4.225,110,145,4,4,-3.34,0.0508,325,5.43,2.31E-05,81.8,4.075,29,81.8,4,4,-0.537,0.0184,324,1.21,-1.11E-07,35.8,53.9,4,36.2,54,4,0,0,0,0,2094,57.4,24.3,2094,57.3,4,20.1,0.867,318,120,0.167,16,1,132,50,Layer 1 Up,PASS
145,4.225,117,145,4,4,-3.59,0.0525,325,4.93,7.84E-06,81.8,4.05,35.3,81.8,4,4,1.3,0.0227,324,3.15,0,40.8,54,29,41.2,54,4,0,0,0,0,2104,57.3,-29.2,2104,57.3,4,15.9,0.832,320,120,0.161,16,1,132,50,Layer 1 Up,PASS
145,4.25,123,145,4,4,-5.83,0.0537,325,2.3,1.48E-05,81.8,4,4,81.8,4,4,-0.771,0.0208,324,0.438,0,45.8,53.8,-39.8,46.2,54,4,0,0,0,0,2104,57.4,37.9,2104,57.3,4,20.8,0.994,317,115,0.19,16,1,132,50,Layer 1 Up,PASS
145,4.15,91.5,145,4,4,-3.38,0.0451,325,4.53,6.40E-06,81.8,4.05,29,81.8,4,4,-1.31,0.0168,324,0.466,0,50.8,54,35.3,51.2,54,4,0,0,0,0,2114,57.3,-23.2,2114,57.3,4,25.6,0.964,318,120,0.184,16,1,132,50,Layer 1 Up,PASS
145,4.15,85.2,145,4,4,-3.29,0.0478,325,4.3,-1.45E-05,81.8,4.025,22.8,81.8,4,4,0.00249,0.0189,323,1.48,-8.46E-07,55.8,54,54,56.2,54,4,0,0,0,0,2114,57.3,-10.1,2114,57.3,4.000000954,15.2,0.902,318,118,0.174,16,1,132,50,Layer 1 Up,PASS
202,4,4,202,4,4,0.453,2.79E-19,328,0,8.99E-07,162,4,4,162,4,4,0.516,2.68E-19,332,0,7.21E-07,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,3.999,3.75,-1156,4,4,-1.23,0,331,0,7.39E-06,16,1,2,50,Layer 1 Up,PASS
202,4,4,202,4,4,0.453,2.79E-19,328,0,8.99E-07,162,4,4,162,4,4,0.516,2.68E-19,332,0,7.21E-07,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,3.999,3.75,-1156,4,4,-1.23,0,331,0,7.39E-06,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.11,2.78E-19,325,0,0,162,4,4,162,4,4,1.37,2.69E-19,326,0,5.02E-07,123,4,4,123,4,4,0,0,0,0,909,3.998,3.25,909,4,4,0.501,2.78E-19,324,0,-9.25E-07,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,0.236,2.79E-19,328,0,6.77E-07,162,4,4,162,4,4,0.0464,2.68E-19,332,0,-1.77E-09,123,4,4,123,4,4,0,0,0,0,-1156,4.00075,4.188,-1156,4,4,-1.17,0,331,0,-1.39E-05,16,4,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,0.236,2.79E-19,328,0,6.77E-07,162,4,4,162,4,4,0.0464,2.68E-19,332,0,-1.77E-09,123,4,4,123,4,4,0,0,0,0,-1156,4.00075,4.188,-1156,4,4,-1.17,0,331,0,-1.39E-05,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,1.02,2.78E-19,325,0,1.26E-06,162,4,4,162,4,4,-0.869,2.69E-19,327,0,-1.17E-06,123,4,4,123,4,4,0,0,0,0,909,4,3.75,909,4,4,0.207,2.78E-19,324,0,2.05E-06,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.692,2.79E-19,328,0,-5.85E-07,162,4,4,162,4,4,0.216,2.68E-19,332,0,0,123,4.025,10.25,123,4,4,0,0,0,0,-1156,3.996,2.56,-1156,4,4,-1.58,0,331,0,1.47E-05,16,1,2,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.692,2.79E-19,328,0,-5.85E-07,162,4,4,162,4,4,0.216,2.68E-19,332,0,0,123,4.025,10.25,123,4,4,0,0,0,0,-1156,3.996,2.56,-1156,4,4,-1.58,0,331,0,1.47E-05,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-1.13,2.78E-19,325,0,6.23E-07,162,4,4,162,4,4,1.05,2.69E-19,327,0,-1.83E-06,123,4,4,123,4,4,0,0,0,0,909,3.998,3.5,909,4,4,0.207,2.78E-19,324,0,-1.36E-06,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.00964,2.79E-19,328,0,2.86E-07,162,4,4,162,4,4,-0.912,2.68E-19,332,0,0,123,4,4,123,4,4,0,0,0,0,-1156,4.00175,4.687,-1156,4,4,-1.11,0,331,0,-4.75E-06,16,4,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.00964,2.79E-19,328,0,2.86E-07,162,4,4,162,4,4,-0.912,2.68E-19,332,0,0,123,4,4,123,4,4,0,0,0,0,-1156,4.00175,4.687,-1156,4,4,-1.11,0,331,0,-4.75E-06,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.533,2.78E-19,325,0,1.52E-06,162,4,4,162,4,4,-0.0699,2.69E-19,327,0,1.02E-06,123,4,4,123,4,4,0,0,0,0,909,4,3.75,909,4,4,-0.176,2.78E-19,324,0,0,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.00964,2.79E-19,328,0,1.90E-07,162,4,4,162,4,4,-0.0839,2.68E-19,333,0,4.66E-07,123,4,4,123,4,4,0,0,0,0,-1156,4.002,5,-1156,4,4,-0.194,0,332,0,0,16,1,2,50,Layer 1 Up,PASS
202,4,4,202,4,4,-2.23,2.78E-19,325,0,0,162,4,4,162,4,4,-0.0697,2.69E-19,327,0,-1.02E-06,123,4,4,123,4,4,0,0,0,0,909,4.001,4,909,4,4,0.59,2.78E-19,324,0,0,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.00964,2.79E-19,328,0,1.90E-07,162,4,4,162,4,4,-0.0839,2.68E-19,333,0,4.66E-07,123,4,4,123,4,4,0,0,0,0,-1156,4.002,5,-1156,4,4,-0.194,0,332,0,0,16,4,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,0.399,2.79E-19,329,0,0,162,4,4,162,4,4,-0.253,2.68E-19,333,0,0,123,4,4,123,4,4,0,0,0,0,-1156,3.99925,4.0625,-1156,4,4,-0.825,0,331,0,7.55E-06,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,0.399,2.79E-19,329,0,0,162,4,4,162,4,4,-0.253,2.68E-19,333,0,0,123,4,4,123,4,4,0,0,0,0,-1156,3.99925,4.0625,-1156,4,4,-0.825,0,331,0,7.55E-06,16,0,0,50,Layer 1 Up,PASS
202,4,4,202,4,4,-0.214,2.78E-19,325,0,0,162,4,4,162,4,4,1.85,2.69E-19,327,0,1.50E-06,123,4,4,123,4,4,0,0,0,0,909,4.001,4,909,4,4,0.207,2.78E-19,324,0,0,16,0,0,50,Layer 1 Up,PASS
160,24.1,10.25,160,24,4,6.68,0.107,326,31.6,0.00446,109,4.05,22.8,109,4,4,-0.681,0.023,325,3.03,0,33.5,4,4,33.5,4,4,0,0,0,0,483,57.3,-42.7,483,57.3,4,20.6,0.932,320,118,0.179,16,1,2,20,Layer 1 Up,PASS
162,24.1,16.5,162,24,4,7.14,0.112,326,31.9,0.00453,109,4.05,29,109,4,4,-3.43,0.0279,325,2.14,-3.28E-06,33.5,4,4,33.5,4,4,0,0,0,0,488,57.3,-4,488,57.3,4.000000954,20.2,1.05,318,118,0.202,16,1,29,20,Layer 1 Up,PASS
164,10.13,1214,164,18,1002,22.7,0.302,326,26.1,0.00417,109,4.05,22.8,109,3.466,-80,-1.69,0.0306,325,3.45,7.49E-06,33.5,4,4,33.5,4,4,0,0,0,0,493,57.3,-3.69,494,57.3,3.999999046,25,0.886,319,118,0.17,16,1,29,20,Layer 1 Up,PASS
165,18.7,-190,165,18,-103,4.34,0.0876,326,24.3,0.00268,109,-9.5,-190,109,-10.3,-105,-7.06,0.167,324,26.8,0.00484,33.5,4,4,33.5,4,4,0,0,0,0,499,57.4,-1.56,499,57.3,4,17.9,0.878,319,118,0.17,16,1,31,20,Layer 1 Up,PASS
166,5.3,-246,166,4.314,-105,3.05,0.0397,326,5.76,8.75E-05,107,-15.6,60.3,107,-7.7,1001,-2.79,0.0779,324,27.9,0.00268,33.5,4,4,33.5,4,4,0,0,0,0,504,57.3,18.1,504,57.3,4,21,0.92,318,120,0.177,16,1,31,20,Layer 1 Up,PASS
166,3.875,-64.7,166,4,4,4.15,0.0501,326,2.65,-6.83E-06,105,-16,10.25,105,-16,4,-8.35,0.152,324,32.7,0.00655,33.5,4,4,33.5,4,4,0,0,0,0,509,57.3,-25.8,510,57.3,4,22.8,0.994,319,118,0.193,16,1,31,20,Layer 1 Up,PASS
166,3.875,-58.5,166,4,4,3.33,0.0498,326,3.35,-7.22E-06,104,-15.2,292,103.9,-10.4,998,-12.6,0.171,324,33.9,0.0068,33.5,4,4,33.5,4,4,0,0,0,0,515,57.5,50.4,515,57.3,4.000000954,14.2,0.816,318,116,0.156,16,1,31,20,Layer 1 Up,PASS
165,-16,4,165,-16,4,-6.51,0.139,326,33,0.00591,103.8,3.975,-2.25,103.8,4,4,2.8,0.0383,325,2.13,8.98E-06,33.5,4,4,33.5,4,4,0,0,0,0,520,57.2,-32.9,520,57.3,3.999999046,26.1,1,320,121,0.193,16,1,33,20,Layer 1 Up,PASS
163,2.73,-177,163,4,4,2.68,0.102,327,3.48,6.73E-05,103.8,4.1,47.8,103.8,4,4,0.53,0.0289,325,2.12,-2.64E-06,33.5,4,4,33.5,4,4,0,0,0,0,525,57.4,19.4,526,57.3,3.999999046,19.8,0.813,323,118,0.156,16,1,33,20,Layer 1 Down,PASS
163,-5.88,-89.7,163,-6.6,-82,-6.94,0.145,326,20.7,0.00314,105,21.2,-165,105,21,-48.6,6.84,0.131,324,28.1,0.00479,33.5,4,4,33.5,4,4,0,0,0,0,531,57.5,64.3,531,57.3,4,15.1,0.703,319,118,0.134,16,1,34,20,Layer 1 Down,PASS
161,-13.1,-33.5,161,-13.5,-45.9,-6.62,0.129,326,28.3,0.0047,107,14.1,-58.5,107,13.72,-83.6,8.91,0.148,325,20,0.00316,33.5,4,4,33.5,4,4,0,0,0,0,536,57.2,-60.2,536,57.3,4,26.6,1.09,319,119,0.208,16,1,34,20,Layer 1 Down,PASS
202,4,4,202,4,4,-0.993,2.78E-19,325,0,4.37E-07,162,4,4,162,4,4,-1.35,2.69E-19,327,0,-8.53E-07,123,4,4,123,4,4,0,0,0,0,909,4.001,4.5,909,4,4,0.297,2.78E-19,324,0,-4.76E-07,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.0989,2.79E-19,328,0,0,162,4,4,162,4,4,0.0464,2.68E-19,332,0,-2.90E-07,123,4,4,123,4,4,0,0,0,0,-1156,4.001,4.687,-1156,4,4,-1.58,0,331,0,7.40E-06,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.0989,2.79E-19,328,0,0,162,4,4,162,4,4,0.0464,2.68E-19,332,0,-2.90E-07,123,4,4,123,4,4,0,0,0,0,-1156,4.001,4.687,-1156,4,4,-1.58,0,331,0,7.40E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.447,2.79E-19,328,0,1.16E-06,162,4,4,162,4,4,0.0464,2.68E-19,332,0,0,123,4.025,10.25,123,4,4,0,0,0,0,-1156,4.003,5.19,-1156,4,4,-1.52,0,331,0,-6.26E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.447,2.79E-19,328,0,1.16E-06,162,4,4,162,4,4,0.0464,2.68E-19,332,0,0,123,4.025,10.25,123,4,4,0,0,0,0,-1156,4.003,5.19,-1156,4,4,-1.52,0,331,0,-6.26E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.209,2.78E-19,325,0,0,162,4,4,162,4,4,0.25,2.69E-19,326,0,2.30E-06,123,4,4,123,4,4,0,0,0,0,909,4,4,909,4,4,0.794,2.78E-19,324,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.141,2.78E-19,325,0,-2.68E-07,162,4,4,162,4,4,1.37,2.69E-19,327,0,-1.81E-06,123,4,4,123,4,4,0,0,0,0,909,3.999,3.5,909,4,4,0.501,2.78E-19,324,0,6.03E-07,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.399,2.79E-19,328,0,5.96E-07,162,4,4,162,4,4,-0.234,2.68E-19,332,0,0,123,4,4,123,4,4,0,0,0,0,-1156,3.99925,3.375,-1156,4,4,-1.8,0,331,0,1.46E-05,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.399,2.79E-19,328,0,5.96E-07,162,4,4,162,4,4,-0.234,2.68E-19,332,0,0,123,4,4,123,4,4,0,0,0,0,-1156,3.99925,3.375,-1156,4,4,-1.8,0,331,0,1.46E-05,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.251,2.78E-19,325,0,0,162,4,4,162,4,4,0.729,2.69E-19,327,0,-1.02E-06,123,4,4,123,4,4,0,0,0,0,909,4.001,4,909,4,4,-0.265,2.78E-19,323,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.447,2.79E-19,328,0,0,162,4,4,162,4,4,-0.0839,2.68E-19,332,0,0,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-1.74,0,331,0,0,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.447,2.79E-19,328,0,0,162,4,4,162,4,4,-0.0839,2.68E-19,332,0,0,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-1.74,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.447,2.79E-19,328,0,3.75E-07,162,4,4,162,4,4,1.49,2.68E-19,332,0,7.18E-07,123,3.975,-2.25,123,4,4,0,0,0,0,-1156,4,3.562,-1156,4,4,-1.8,0,331,0,-6.93E-06,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.447,2.79E-19,328,0,3.75E-07,162,4,4,162,4,4,1.49,2.68E-19,332,0,7.18E-07,123,3.975,-2.25,123,4,4,0,0,0,0,-1156,4,3.562,-1156,4,4,-1.8,0,331,0,-6.93E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.57,2.78E-19,324,0,-4.05E-07,162,4,4,162,4,4,-1.03,2.69E-19,326,0,0,123,4,4,123,4,4,0,0,0,0,909,4.001,3.812,909,4,4,0.297,2.78E-19,324,0,-9.44E-07,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.338,2.79E-19,329,0,-2.94E-07,162,4,4,162,4,4,0.405,2.68E-19,333,0,-3.94E-07,123,4,4,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-1.58,0,332,0,0,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.338,2.79E-19,329,0,-2.94E-07,162,4,4,162,4,4,0.405,2.68E-19,333,0,-3.94E-07,123,4,4,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-1.58,0,332,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.674,2.78E-19,325,0,0,162,4,4,162,4,4,0.569,2.69E-19,326,0,-7.06E-07,123,4,4,123,4,4,0,0,0,0,909,4.001,4.25,909,4,4,-0.176,2.78E-19,324,0,-1.75E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.392,2.79E-19,328,0,0,162,4,4,162,4,4,-0.253,2.68E-19,332,0,-4.49E-07,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,4.00075,4.375,-1156,4,4,-1.52,0,331,0,-6.19E-06,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.392,2.79E-19,328,0,0,162,4,4,162,4,4,-0.253,2.68E-19,332,0,-4.49E-07,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,4.00075,4.375,-1156,4,4,-1.52,0,331,0,-6.19E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.387,2.78E-19,325,0,-8.34E-07,162,4,4,162,4,4,1.53,2.69E-19,326,0,-3.35E-07,123,4,4,123,4,4,0,0,0,0,909,4.001,4.5,909,4,4,0.118,2.78E-19,323,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.284,2.79E-19,328,0,-4.96E-07,162,4,4,162,4,4,-0.234,2.68E-19,332,0,0,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,4.00075,4.375,-1156,4,4,-1.52,0,331,0,0,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.284,2.79E-19,328,0,-4.96E-07,162,4,4,162,4,4,-0.234,2.68E-19,332,0,0,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,4.00075,4.375,-1156,4,4,-1.52,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.706,2.78E-19,325,0,-3.49E-07,162,4,4,162,4,4,0.409,2.69E-19,326,0,0,123,4,4,123,4,4,0,0,0,0,909,4,4,909,4,4,0.297,2.78E-19,323,0,4.37E-07,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.29,2.79E-19,328,0,0,162,4,4,162,4,4,-0.403,2.68E-19,332,0,1.80E-07,123,4,10.25,123,4,4,0,0,0,0,-1156,4,3.75,-1156,4,4,-1.8,0,331,0,0,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.29,2.79E-19,328,0,0,162,4,4,162,4,4,-0.403,2.68E-19,332,0,1.80E-07,123,4,10.25,123,4,4,0,0,0,0,-1156,4,3.75,-1156,4,4,-1.8,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,1.31,2.78E-19,324,0,-1.47E-06,162,4,4,162,4,4,0.569,2.69E-19,326,0,0,123,4,4,123,4,4,0,0,0,0,909,4.001,4,909,4,4,0.207,2.78E-19,323,0,4.26E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,1.02,2.78E-19,325,0,-8.24E-07,162,4,4,162,4,4,0.889,2.69E-19,326,0,5.34E-08,123,4,4,123,4,4,0,0,0,0,909,3.998,3.25,909,4,4,0.207,2.78E-19,323,0,-1.51E-06,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.644,2.79E-19,328,0,7.60E-07,162,4,4,162,4,4,-0.553,2.68E-19,332,0,-2.27E-08,123,4.025,10.25,123,4,4,0,0,0,0,-1156,4.001,4.5,-1156,4,4,-1.52,0,331,0,0,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.644,2.79E-19,328,0,7.60E-07,162,4,4,162,4,4,-0.553,2.68E-19,332,0,-2.27E-08,123,4.025,10.25,123,4,4,0,0,0,0,-1156,4.001,4.5,-1156,4,4,-1.52,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.11,2.78E-19,325,0,0,162,4,4,162,4,4,-0.39,2.69E-19,326,0,3.67E-07,123,4,4,123,4,4,0,0,0,0,909,3.999,3.5,909,4,4,0.297,2.78E-19,323,0,-1.49E-06,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.153,2.79E-19,328,0,-4.46E-07,162,4,4,162,4,4,-0.0839,2.68E-19,332,0,0,123,4.025,10.25,123,4,4,0,0,0,0,-1156,4.001,4.25,-1156,4,4,-1.52,0,331,0,0,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.153,2.79E-19,328,0,-4.46E-07,162,4,4,162,4,4,-0.0839,2.68E-19,332,0,0,123,4.025,10.25,123,4,4,0,0,0,0,-1156,4.001,4.25,-1156,4,4,-1.52,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,1.48,2.78E-19,325,0,1.50E-06,162,4,4,162,4,4,-0.709,2.69E-19,326,0,-7.16E-08,123,4,4,123,4,4,0,0,0,0,909,4.002,4.75,909,4,4,-0.0861,2.78E-19,323,0,2.25E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.53,2.79E-19,328,0,0,162,4,4,162,4,4,0.685,2.68E-19,332,0,-4.67E-07,123,4,-2.25,123,4,4,0,0,0,0,-1156,3.999,4,-1156,4,4,-1.52,0,331,0,0,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.53,2.79E-19,328,0,0,162,4,4,162,4,4,0.685,2.68E-19,332,0,-4.67E-07,123,4,-2.25,123,4,4,0,0,0,0,-1156,3.999,4,-1156,4,4,-1.52,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.153,2.79E-19,327,0,-1.53E-07,162,4,4,162,4,4,-0.873,2.68E-19,331,0,0,123,4,4,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-1.23,0,330,0,1.35E-05,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.153,2.79E-19,327,0,-1.53E-07,162,4,4,162,4,4,-0.873,2.68E-19,331,0,0,123,4,4,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-1.23,0,330,0,1.35E-05,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.711,2.78E-19,324,0,-3.61E-07,162,4,4,162,4,4,0.0898,2.69E-19,326,0,-1.36E-06,123,4,4,123,4,4,0,0,0,0,909,4.001,4.25,909,4,4,0.297,2.78E-19,322,0,1.06E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.447,2.79E-19,328,0,-1.12E-06,162,4,4,162,4,4,0.685,2.68E-19,332,0,-7.70E-07,123,4,4,123,4,4,0,0,0,0,-1156,4.00075,4.188,-1156,4,4,-1.8,0,331,0,0,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.447,2.79E-19,328,0,-1.12E-06,162,4,4,162,4,4,0.685,2.68E-19,332,0,-7.70E-07,123,4,4,123,4,4,0,0,0,0,-1156,4.00075,4.188,-1156,4,4,-1.8,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.847,2.78E-19,324,0,0,162,4,4,162,4,4,0.729,2.69E-19,326,0,7.28E-07,123,4,4,123,4,4,0,0,0,0,909,4.00025,4.875,909,4,4,0.207,2.78E-19,323,0,-9.59E-07,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.638,2.79E-19,328,0,0,162,4,4,162,4,4,-0.573,2.68E-19,332,0,9.05E-07,123,4,4,123,4,4,0,0,0,0,-1156,3.999,3.9375,-1156,4,4,-1.52,0,331,0,0,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.638,2.79E-19,328,0,0,162,4,4,162,4,4,-0.573,2.68E-19,332,0,9.05E-07,123,4,4,123,4,4,0,0,0,0,-1156,3.999,3.9375,-1156,4,4,-1.52,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.0732,2.78E-19,324,0,-1.95E-07,162,4,4,162,4,4,0.569,2.69E-19,326,0,1.06E-06,123,4,4,123,4,4,0,0,0,0,909,4.00325,5.31,909,4,4,0.59,2.78E-19,323,0,2.01E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.345,2.79E-19,328,0,3.63E-07,162,4,4,162,4,4,-0.234,2.68E-19,332,0,1.16E-07,123,4,4,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-2.15,0,331,0,-7.73E-06,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.345,2.79E-19,328,0,3.63E-07,162,4,4,162,4,4,-0.234,2.68E-19,332,0,1.16E-07,123,4,4,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-2.15,0,331,0,-7.73E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.068,2.78E-19,324,0,1.09E-06,162,4,4,162,4,4,0.0898,2.69E-19,326,0,0,123,4,4,123,4,4,0,0,0,0,909,3.999,3.75,909,4,4,0.297,2.78E-19,323,0,2.52E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.209,2.78E-19,325,0,0,162,4,4,162,4,4,0.569,2.69E-19,327,0,0,123,4,4,123,4,4,0,0,0,0,909,3.999,3.5,909,4,4,0.59,2.78E-19,324,0,-1.58E-06,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.255,2.79E-19,328,0,0,162,4,4,162,4,4,0.236,2.68E-19,332,0,7.29E-07,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-1.52,0,331,0,0,16,4,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.255,2.79E-19,328,0,0,162,4,4,162,4,4,0.236,2.68E-19,332,0,7.29E-07,123,3.975,-8.5,123,4,4,0,0,0,0,-1156,4,4,-1156,4,4,-1.52,0,331,0,0,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.338,2.79E-19,328,0,3.78E-07,162,4,4,162,4,4,-1.02,2.68E-19,332,0,-3.13E-08,123,4,4,123,4,4,0,0,0,0,-1156,4,3.75,-1156,4,4,-2.72,0,331,0,5.65E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.338,2.79E-19,328,0,3.78E-07,162,4,4,162,4,4,-1.02,2.68E-19,332,0,-3.13E-08,123,4,4,123,4,4,0,0,0,0,-1156,4,3.75,-1156,4,4,-2.72,0,331,0,5.65E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.387,2.78E-19,325,0,-9.62E-07,162,4,4,162,4,4,0.0898,2.69E-19,326,0,2.12E-07,123,4,4,123,4,4,0,0,0,0,909,4,4.25,909,4,4,0.59,2.78E-19,323,0,2.23E-06,16,0,0,50,Layer 1 Down,PASS
202,4,4,202,4,4,-0.53,2.79E-19,328,0,-3.71E-07,162,4,4,162,4,4,-0.723,2.68E-19,333,0,9.08E-07,123,4,4,123,4,4,0,0,0,0,-1156,3.99925,3.375,-1156,4,4,-1.52,0,331,0,0,16,1,2,50,Layer 1 Down,PASS
202,4,4,202,4,4,0.528,2.78E-19,325,0,-1.85E-06,162,4,4,162,4,4,-1.03,2.69E-19,327,0,0,123,4,4,123,4,4,0,0,0,0,909,4.001,4.25,909,4,4,-0.0861,2.78E-19,324,0,3.23E-06,16,0,0,50,Layer 1 Down,PASS
