X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process,INSPECTION
145,3.925,-9.5,145,4.08,16.5,4.84,0.0989,326,6.26,0.000235,106,9.07,15.5,106,8.9,0.59,3.14,0.0622,325,11.7,0.00073,31.5,3,3,31.5,3,3,0,0,0,0,-1417,56.2,-37.6,-1417,56.3,3,28.4,1.01,318,119,0.191,15,1,68,6,3,PASS
145,5.13,-53.3,145,5.49,15.5,4.48,0.086,326,8.8,0.000405,107,8.65,53,107,8.46,-2.65,3.52,0.0838,325,12.5,0.000971,31.5,3,3,31.5,3,3,0,0,0,0,-1417,56.5,67.4,-1417,56.3,2.999999046,15,0.727,318,116,0.138,15,1,70,6,3,PASS
145,6.65,-9.5,145,6.67,13.9,4.06,0.071,326,9.16,0.000538,107,8.15,28,107,7.75,-5.35,5.62,0.0883,325,9.98,0.00095,31.5,3,9.25,31.5,3,3,0,0,0,0,-1407,56.3,-6.62,-1407,56.3,3,23.8,1.01,318,121,0.194,15,1,70,6,3,PASS
145,7.65,-3.25,145,7.65,11.74,4.97,0.0801,327,10.8,0.000789,108,6.92,-59.5,108,6.79,-7.6,2.39,0.0445,325,9.19,0.000344,31.5,3,3,31.5,3,3,0,0,0,0,-1407,56.4,14.4,-1407,56.3,3,17.2,0.974,317,117,0.188,15,1,70,6,3,PASS
146,8.43,40.5,146,8.39,9.1,4.92,0.0974,326,12.9,0.00114,108,5.47,-40.8,108,5.64,-9.3,3.35,0.0627,325,8.09,0.00033,31.5,3,3,31.5,3,3,0,0,0,0,-1397,56.4,17.2,-1397,56.3,3,18.1,0.774,318,118,0.149,15,1,70,6,3,PASS
146,8.78,-40.8,147,8.85,6.14,5.85,0.0988,326,13.7,0.00124,108,4.38,-28.3,108,4.34,-10.4,8.92,0.108,325,4.05,0.000347,31.5,3.025,15.5,31.5,3,3,0,0,0,0,-1397,56.2,-38.4,-1397,56.3,3.000000954,20.8,1.05,318,120,0.202,15,1,70,6,3,PASS
147,9.13,40.5,147,4.67,-908,6.39,0.106,326,12.6,0.00137,108,3.075,-22,108,3.00212,-5.24,1.93,0.041,325,3.28,5.92E-06,31.5,3,9.25,31.5,3,3,0,0,0,0,-1387,56.4,36.9,-1387,56.3,2.999999046,18.9,0.877,317,119,0.168,15,1,70,6,3,PASS
161,-1.53,15.5,161,-1.66,-2.73,-6.02,0.0933,326,11.4,0.000864,105,6.72,-28.3,105,6.77,-4.03,5.95,0.117,325,13.1,0.000879,30.5,3,9.25,30.5,3,3,0,0,0,0,731,56.3,-8.5,732,56.3,3.000000954,23,0.943,319,114,0.182,15,1,2,6,3,PASS
160,-2.25,-34.5,160,-2.18,-1.6,-4.95,0.0884,326,12.4,0.000988,106,6.13,15.5,106,6.03,-4.82,9.11,0.145,325,10.4,0.000954,30.5,3.025,9.25,30.5,3,3,0,0,0,0,737,56.4,20.1,737,56.3,2.999999046,15.5,0.831,320,117,0.159,15,1,116,6,3,PASS
160,-2.53,15.5,160,-2.58,-0.37,-5.66,0.0912,326,12.2,0.001,106,5.3,3,106,5.21,-5.42,5.17,0.0924,325,9.03,0.00043,30.5,3,3,30.5,3,3,0,0,0,0,742,56.4,51.3,742,56.3,3,18.3,0.901,320,123,0.173,15,1,116,6,3,PASS
159,-3.05,-97,159,-2.85,0.93,-4.01,0.105,326,14,0.00134,106,4.5,3,106,4.35,-5.83,1.95,0.047,325,5.04,0.000155,30.5,3.025,15.5,30.5,3,3,0,0,0,0,747,56.3,-33.8,748,56.3,3,25.8,1.11,319,114,0.213,15,1,116,6,3,PASS
159,-2.82,15.5,159,-2.98,2.288,-6.51,0.114,326,14.3,0.00141,106,3.55,3,106,3.453,-6.04,5.02,0.0857,325,5.34,0.000123,30.5,3,3,30.5,3,3,0,0,0,0,753,56.4,14.2,753,56.3,3,17.2,0.815,321,119,0.157,15,1,116,6,3,PASS
158,-3.47,-210,158,-3,3,-5.01,0.11,326,13.4,0.00149,106,3.075,53,106,3,3,2.63,0.0698,325,3.62,0,30.5,3,3,30.5,3,3,0,0,0,0,758,56.3,-13.3,758,56.3,3.000000954,22.9,0.999,320,120,0.193,15,1,116,6,3,PASS
158,-3.25,-90.7,157,-3,3,-5.13,0.095,326,13,0.00123,106,3.1,53,106,3,3,3.07,0.0614,325,2.6,2.90E-05,30.5,3.025,9.25,30.5,3,3,0,0,0,0,763,56.4,16.7,764,56.3,2.999999046,19.6,0.937,320,115,0.181,15,1,118,6,3,PASS
157,-3.03,-53.3,157,-3,3,-5.95,0.106,326,13,0.00139,106,3.1,53,106,3,3,3.37,0.0608,325,3.16,1.87E-05,30.5,3.05,21.8,30.5,3,3,0,0,0,0,769,56.4,35.9,769,56.3,3,16.4,0.712,321,119,0.136,15,1,118,6,3,PASS
156,-2.88,-9.5,156,-3,3,-6.23,0.101,326,13.6,0.00125,106,3.125,65.5,106,3,3,2.63,0.0644,325,3.05,1.90E-05,30.5,3,3,30.5,3,3,0,0,0,0,774,56.2,-7.4,774,56.3,3,24.6,1.13,320,119,0.218,15,1,118,6,3,PASS
156,-3.03,21.8,156,-3,3,-3.6,0.0685,326,13.8,0.000824,106,3.1,53,106,3,3,2.45,0.0613,325,2.87,0,30.5,3.025,15.5,30.5,3,3,0,0,0,0,779,56.4,20.9,780,56.3,3,20.9,0.95,320,115,0.184,15,1,118,6,3,PASS
148,5,28,148,5,11.56,8.38,0.117,326,6.67,0.000529,80.1,-2.97,-15.8,80.1,-2.66,6,-3.16,0.103,325,15.7,0.00122,32.5,3,9.25,32.5,3,3,0,0,0,0,490,56.4,11.44,490,56.3,3.000000954,18,0.785,319,119,0.149,15,1,2,6,3,PASS
148,5.9,40.5,148,5.83,11.01,4.74,0.0935,327,9.11,0.000602,79.6,-2.4,-22,79.5,-2.29,7.26,-8.52,0.136,325,14.6,0.00151,32.5,3,3,32.5,3,3,0,0,0,0,495,56.2,-62.4,495,56.3,2.999999046,25.6,1.12,318,118,0.213,15,1,18,6,3,PASS
148,6.75,40.5,148,6.6,10.28,4.98,0.089,326,9.29,0.000716,79.1,-2.03,34.3,79,-1.8,8.41,-2.3,0.0702,325,12.4,0.000718,32.5,3,9.25,32.5,3,3,0,0,0,0,500,56.5,60.9,501,56.3,3,15.9,0.855,317,120,0.162,15,1,18,6,3,PASS
148,7.18,59.3,149,7.28,9.38,3.31,0.109,326,14.3,0.000933,78.6,-1.25,-9.5,78.6,-1.21,9.45,-9.78,0.161,325,12.8,0.00146,32.5,3,9.25,32.5,3,3,0,0,0,0,506,56.4,22.8,506,56.3,3,22.1,0.815,318,116,0.156,15,1,18,6,3,PASS
149,7.97,34.3,149,7.86,8.34,3.86,0.0963,326,12.9,0.000974,78.2,-0.4,28,78.2,-0.51,10.34,-5.25,0.0925,325,10.8,0.00065,32.5,3.025,15.5,32.5,3,3,0,0,0,0,511,56.3,-8,511,56.3,3,23.2,1.02,319,117,0.196,15,1,18,6,3,PASS
149,8.47,59.3,149,8.34,7.17,5.01,0.0918,326,11.5,0.00111,77.9,0.33,15.5,77.9,0.26,11.06,-6.17,0.112,325,9.61,0.000608,32.5,3.025,9.25,32.5,3,3,0,0,0,0,516,56.4,34.7,517,56.3,3.000000954,20.5,0.836,318,120,0.159,15,1,18,6,3,PASS
150,8.7,3,150,8.69,5.91,4.69,0.0865,326,13.1,0.00104,77.7,0.85,-3.25,77.7,1.09,11.59,-5.45,0.111,325,10,0.000531,32.5,3.025,15.5,32.5,3,3,0,0,0,0,522,56.3,-23.9,522,56.3,2.999999046,22.9,0.954,319,113,0.185,15,1,18,6,3,PASS
151,8.85,53,151,8.91,4.58,5.24,0.103,326,14.5,0.00129,77.5,1.9,-22,77.5,1.97,11.93,-2.45,0.0387,325,2.82,8.43E-05,32.5,3.025,9.25,32.5,3,3,0,0,0,0,527,56.3,17.6,527,56.3,3,20.7,1.02,318,118,0.195,15,1,18,6,3,PASS
151,8.85,-15.8,151,9,3.219,5.55,0.0916,326,13.9,0.0011,77.5,2.775,-3.25,77.5,2.873,12.07,-5.18,0.0922,325,5.01,1.48E-05,32.5,3.025,9.25,32.5,3,3,0,0,0,0,532,56.3,-12.9,533,56.3,3,22.7,0.963,318,122,0.185,15,1,18,6,3,PASS
152,9.15,3,152,9,3,3.34,0.0703,326,13.1,0.000914,77.5,2.925,-40.8,77.5,3,3,-2.91,0.0728,325,3.76,2.18E-05,32.5,3,3,32.5,3,3,0,0,0,0,538,56.4,13.6,538,56.3,3,20.6,0.823,319,114,0.159,15,1,18,6,3,PASS
155,8.97,21.8,155,9,3,6.07,0.0999,327,13.8,0.00127,77.5,3.075,40.5,77.5,3,3,-4.03,0.0572,325,5.45,-8.83E-06,31.5,2.975,-15.8,31.5,3,3,0,0,0,0,-1867,56.4,-11.6,-1867,56.3,3.000000954,18.4,0.869,322,117,0.168,15,1,2,6,3,PASS
155,8.82,-34.5,155,9,3,5.86,0.0991,326,15.4,0.0012,77.5,3.075,40.5,77.5,3,3,-3.7,0.059,325,5.84,-3.58E-05,31.5,2.975,-15.8,31.5,3,3,0,0,0,0,-1867,56.4,27,-1867,56.3,2.999999046,20.3,0.794,323,120,0.152,15,1,61,6,3,PASS
156,8.97,-53.3,156,9,3,5.02,0.0822,326,14.9,0.00102,77.5,3.075,46.8,77.5,3,3,-3.87,0.0565,325,5.54,-2.62E-05,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-1857,56.2,-8.8,-1857,56.3,3,26.7,1.06,322,118,0.206,15,1,61,6,3,PASS
156,9.03,-22,157,9,3,3.61,0.0766,326,14.4,0.000971,77.5,2.95,-28.3,77.5,3,3,-3.22,0.0716,325,3.35,2.21E-05,31.5,3.025,15.5,31.5,3,3,0,0,0,0,-1857,56.3,-48.4,-1847,56.3,3,26,0.883,317,115,0.169,15,1,61,6,3,PASS
157,8.97,28,157,9,3,5.62,0.103,326,14,0.00127,77.5,3.075,46.8,77.5,3,3,-3.22,0.0565,325,6.62,-2.58E-05,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-1847,56.2,-39.5,-1847,56.3,3,27,0.896,322,119,0.171,15,1,61,6,3,PASS
158,8.9,-28.3,158,9,3,3.94,0.101,326,16.9,0.0012,77.5,3.075,46.8,77.5,3,3,-3.24,0.057,325,6.85,-8.73E-06,31.5,3,3,31.5,3,3,0,0,0,0,-1837,56.3,-1.81,-1837,56.3,3.000000954,20.4,0.991,321,119,0.192,15,1,61,6,3,PASS
158,9.03,-15.8,158,7.32,-417,4.98,0.0831,326,14.2,0.00102,77.5,3.075,40.5,77.5,3,3,-4.03,0.0587,325,5.48,-2.55E-05,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-1837,56.4,36,-1837,56.3,2.999999046,18.5,0.819,322,118,0.158,15,1,61,6,3,PASS
159,8.85,-9.5,159,8.94,1.78,5.32,0.107,326,14.4,0.00132,77.5,3.775,9.25,77.5,3.824,11.99,4.73,0.0971,325,7.63,0.000186,31.5,3.025,15.5,31.5,3,3,0,0,0,0,-1827,56.4,46.4,-1827,56.3,2.999999046,20.2,0.928,317,119,0.178,15,1,61,6,3,PASS
159,8.65,-22,159,8.74,0.39,4.99,0.0933,326,15.1,0.00108,77.6,4.6,-15.8,77.6,4.74,11.69,4.18,0.0949,325,10.8,0.000321,31.5,2.975,-15.8,31.5,3,3,0,0,0,0,-1827,56.5,62.3,-1827,56.3,2.999999046,16.7,0.726,323,118,0.137,15,1,61,6,3,PASS
160,8.28,-15.8,160,8.43,-0.84,5.84,0.102,326,13.5,0.00117,77.8,5.4,9.25,77.8,5.56,11.22,6.78,0.119,325,10.3,0.000636,31.5,3.025,9.25,31.5,3,3,0,0,0,0,-1817,56.4,6.88,-1817,56.3,3,20.1,0.871,318,113,0.168,15,1,61,6,3,PASS
151,-2.97,59.3,151,-3,3,-3.8,0.0839,326,15.9,0.000992,106,2.875,-59.5,106,3,3,3.82,0.0549,325,5.75,-8.34E-06,31.5,2.95,-15.8,31.5,3,3,0,0,0,0,-1047,56.3,-50.9,-1047,56.3,3.000000954,22,0.857,322,118,0.165,15,1,2,6,3,PASS
151,-3.03,9.25,151,-2.98,3.781,-4.88,0.104,326,14.7,0.00127,106,2.6,21.8,106,2.465,-6.04,-2.15,0.0426,325,7.29,1.17E-05,31.5,2.975,-15.8,31.5,3,3,0,0,0,0,-1037,56.4,20.4,-1037,56.3,2.999999046,19.6,0.979,320,118,0.189,15,1,76,6,3,PASS
150,-2.6,53,150,-2.83,5.13,-7.31,0.112,326,13.7,0.00129,106,1.58,3,106,1.57,-5.82,-7.78,0.134,325,9.15,0.000412,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-1037,56.3,-4.13,-1037,56.3,3,25.6,0.939,322,118,0.179,15,1,77,6,3,PASS
150,-2.55,46.8,150,-2.55,6.44,-5.14,0.0877,326,12.9,0.000996,106,0.97,21.8,106,0.71,-5.4,-3.76,0.0688,325,8.66,0.000257,31.5,3,3,31.5,3,3,0,0,0,0,-1027,56.3,-40.5,-1027,56.3,3,23.3,0.924,321,118,0.178,15,1,77,6,3,PASS
149,-2.2,53,149,-2.14,7.66,-4.17,0.0735,326,12.9,0.000782,106,-0.17,-3.25,106,-0.1,-4.78,-2.38,0.0746,325,11.7,0.000481,31.5,2.95,-15.8,31.5,3,3,0,0,0,0,-1027,56.4,47.3,-1027,56.3,3,19.8,0.947,320,119,0.183,15,1,77,6,3,PASS
149,-1.72,-3.25,149,-1.61,8.78,-3.58,0.0768,326,13.1,0.000742,105,-0.83,59.3,105,-0.84,-3.99,-4.31,0.0639,325,8.82,0.000437,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-1017,56.3,-30.1,-1017,56.3,3.000000954,23.4,0.96,321,116,0.185,15,1,77,6,3,PASS
148,-1.07,53,148,-0.98,9.77,-3.72,0.0671,326,10.9,0.00055,105,-1.45,-3.25,105,-1.49,-3.04,-7.55,0.124,325,12.9,0.00116,31.5,2.975,-15.8,31.5,3,3,0,0,0,0,-1017,56.4,21.1,-1017,56.3,2.999999046,15.3,0.78,321,116,0.146,15,1,77,6,3,PASS
148,-0.22,21.8,148,-0.26,10.6,-6.49,0.107,326,10.9,0.000729,104,-1.72,21.8,104,-2.04,-1.95,-7.11,0.121,324,13.8,0.00125,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-1007,56.3,28.7,-1007,56.3,3,25.1,0.997,320,120,0.193,15,1,77,6,3,PASS
148,0.65,46.8,148,0.54,11.26,-5.65,0.0916,326,10.1,0.000418,104,-2.45,9.25,104,-2.47,-0.75,-7.36,0.146,324,15.8,0.0017,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-1007,56.3,-24.6,-1007,56.3,3,24,1.05,320,114,0.204,15,1,77,6,3,PASS
147,1.45,65.5,147,1.39,11.73,-5.61,0.0941,326,9.49,0.000347,103,-2.65,-34.5,103,-2.78,0.54,-7.41,0.13,325,15.2,0.00157,31.5,2.975,-3.25,31.5,3,3,0,0,0,0,-997,56.4,7,-997,56.3,3,17.8,0.764,322,118,0.147,15,1,77,6,3,PASS
201,3,3,201,3,3,-0.46,0.028,329,0.586,0,161,2.925,-34.5,161,3,3,-0.578,0.0145,328,3.45,-2.16E-07,122,3,-3.25,122,3,3,0,0,0,0,342,3.001,3.5,342,3,3,0.646,2.75E-19,329,0,1.11E-06,15,1,2,6,3,PASS
201,3,3,201,3,3,-0.3,0.0197,329,1.18,-2.01E-06,161,2.975,-9.5,161,3,3,-0.263,0.0155,328,2.48,-1.59E-07,122,3,3,122,3,3,0,0,0,0,342,2.999,2.5,342,3,3,0.17,2.75E-19,329,0,0,15,1,0,6,3,PASS
201,3,3,201,3,3,-1.26,0.0228,329,2.41,0,161,2.975,-15.8,161,3,3,-0.578,0.0254,328,3.18,1.25E-08,122,3,3,122,3,3,0,0,0,0,342,3,3,342,3,3,0.376,2.75E-19,329,0,0,15,1,0,6,3,PASS
201,2.975,-3.25,201,3,3,0.179,0.0207,329,0.606,5.20E-07,161,2.95,-28.3,161,3,3,0.219,0.0171,328,2.02,0,122,2.975,-9.5,122,3,3,0,0,0,0,342,3,3,342,3,3,0.35,2.75E-19,329,0,2.13E-06,15,1,0,6,3,PASS
201,3.025,9.25,201,3,3,-0.619,0.0193,330,0.803,4.38E-07,161,2.975,-15.8,161,3,3,0.0566,0.0207,328,1.97,2.21E-07,122,2.975,-9.5,122,3,3,0,0,0,0,342,3,3,342,3,3,0.157,2.75E-19,329,0,-2.45E-06,15,1,0,6,3,PASS
201,3,3,201,3,3,1.78,0.0212,330,2.08,-6.20E-07,161,2.925,-34.5,161,3,3,0.214,0.0139,328,2.3,6.18E-07,122,3.025,15.5,122,3,3,0,0,0,0,342,3.001,3.5,342,3,3,0.17,2.75E-19,329,0,0,15,1,0,6,3,PASS
201,3.025,9.25,201,3,3,0.34,0.0289,330,1.14,-1.20E-06,161,2.95,-28.3,161,3,3,0.538,0.0164,328,2.39,-4.55E-07,122,3,9.25,122,3,3,0,0,0,0,342,2.999,2.75,342,3,3,0.363,2.75E-19,329,0,1.19E-06,15,1,0,6,3,PASS
201,3,3,201,3,3,-1.42,0.0201,330,2.64,0,161,2.95,-28.3,161,3,3,-0.416,0.0158,328,3.08,-7.78E-07,122,2.975,-9.5,122,3,3,0,0,0,0,342,3.001,3,342,3,3,0.441,2.75E-19,329,0,0,15,1,0,6,3,PASS
201,2.95,-15.8,201,3,3,0.819,0.0269,330,0.168,-2.16E-07,161,2.95,-22,161,3,3,-0.101,0.0181,328,2.71,3.73E-07,122,2.975,-9.5,122,3,3,0,0,0,0,342,2.999,2.5,342,3,3,0.157,2.75E-19,329,0,-2.72E-06,15,1,0,6,3,PASS
201,3.05,21.8,201,3,3,-1.1,0.0239,330,1.27,1.14E-06,161,2.925,-28.3,161,3,3,-0.101,0.0167,328,2.69,0,122,3,3,122,3,3,0,0,0,0,342,2.999,2.75,342,3,3,0.247,2.75E-19,330,0,-2.03E-06,15,1,0,6,3,PASS
147,2.85,-72,147,3,3,-1.69,0.0413,327,1.75,1.19E-05,101.3,-3.07,34.3,101.3,-3,3,-4.17,0.0789,325,13.9,0.000949,32.5,3,3,32.5,3,3,0,0,0,0,1453,56.4,65.6,1453,56.3,3.000000954,17.4,0.884,323,121,0.169,15,1,2,6,3,PASS
147,2.925,-40.8,147,3,3,-0.714,0.0441,326,3.72,6.08E-06,100.7,-2.88,9.25,100.6,-3,3,-5.88,0.101,325,14.1,0.00126,32.5,3,3,32.5,3,3,0,0,0,0,1463,56.2,-38.1,1463,56.3,3,21.1,1.06,323,120,0.203,15,1,38,6,3,PASS
147,2.875,-59.5,147,3,3,-1.07,0.0405,327,2.33,1.17E-05,100.1,-3,71.7,100,-3,3,-4.27,0.0862,325,15,0.00103,32.5,3,3,32.5,3,3,0,0,0,0,1463,56.4,47.3,1463,56.3,2.999999046,20.2,0.844,322,119,0.161,15,1,38,6,3,PASS
147,2.825,-78.2,147,3,3,-1.81,0.0418,327,1.5,1.13E-05,99.5,-3.28,-9.5,99.4,-3,3,-3.87,0.0887,325,14.3,0.00112,32.5,3,3,32.5,3,3,0,0,0,0,1473,56.3,-40.6,1473,56.3,3,20,0.939,322,119,0.181,15,1,38,6,3,PASS
147,2.875,-59.5,147,3,3,-4.13,0.0409,326,2.52,-5.53E-06,98.9,-3.28,-53.3,98.8,-3,3,-5.58,0.135,325,15.6,0.00174,32.5,3,3,32.5,3,3,0,0,0,0,1473,56.3,-9.8,1473,56.3,3,18.4,1.02,323,119,0.196,15,1,38,6,3,PASS
147,3.325,40.5,147,3.352,12.06,-2.39,0.0281,327,7.18,6.31E-06,98.4,-2.7,209,98.3,-2.99,3.505,-6.42,0.0867,325,14.8,0.00098,32.5,3,3,32.5,3,3,0,0,0,0,1483,56.3,-1.63,1483,56.3,3,22.8,0.891,322,120,0.17,15,1,38,6,3,PASS
147,4.33,103,147,4.25,11.88,4.08,0.0811,327,5.8,0.000169,97.8,-2.57,96.7,97.7,-2.87,4.86,-5.69,0.0897,325,13.9,0.00111,32.5,3,3,32.5,3,3,0,0,0,0,1483,56.4,12.87,1483,56.3,3,16.8,0.828,323,119,0.159,15,1,38,6,3,PASS
148,5.22,53,148,5.12,11.5,4.1,0.0887,326,7.43,0.000398,97.2,-2.88,-28.3,97.2,-2.61,6.18,-2.66,0.0755,325,12.4,0.000892,32.5,3,3,32.5,3,3,0,0,0,0,1493,56.3,20.9,1493,56.3,2.999999046,21.5,0.918,323,121,0.177,15,1,38,6,3,PASS
148,5.85,40.5,148,5.94,10.92,5.3,0.0816,327,8.5,0.000457,96.7,-2.2,59.3,96.6,-2.23,7.42,-6.39,0.102,325,12,0.00108,32.5,3,3,32.5,3,3,0,0,0,0,1503,56.3,-23.9,1503,56.3,3,21.3,1.01,323,119,0.194,15,1,38,6,3,PASS
148,6.5,3,148,6.7,10.16,5.99,0.0924,326,10.5,0.000685,96.2,-1.8,-9.5,96.1,-1.73,8.57,-7.25,0.124,325,13.2,0.00128,32.5,3,3,32.5,3,3,0,0,0,0,1503,56.5,35.6,1503,56.3,3,14.3,0.811,323,117,0.152,15,1,38,6,3,PASS
147,2.35,90.5,147,2.278,12,-5.56,0.101,326,9.24,0.000145,102.8,-2.6,65.5,102.7,-2.96,1.88,-6.79,0.103,325,13.9,0.00117,31.5,2.975,-15.8,31.5,3,3,0,0,0,0,-992,56.3,-14.8,-992,56.3,3.000000954,24.6,1.02,320,118,0.196,15,1,2,6,3,PASS
147,3.175,84.2,147,3,3,-2.3,0.0558,326,7.93,-1.68E-05,102.3,1.55,-160,102.3,1,-497,2.37,0.0976,325,3,6.61E-05,31.5,3,3,31.5,3,3,0,0,0,0,-987,56.4,34.1,-986,56.3,2.999999046,18.1,0.845,320,115,0.162,15,1,77,6,3,PASS
147,3.125,71.7,147,3,3,-3.04,0.0475,326,4.84,-6.76E-06,101.7,-3.4,-47,101.7,-3,3,-5.63,0.11,325,14.1,0.00143,31.5,3,3,31.5,3,3,0,0,0,0,-981,56.3,-4.13,-981,56.3,3,22.1,0.789,322,119,0.149,15,1,79,6,3,PASS
147,3.1,59.3,147,3,3,-0.934,0.0443,326,7.98,5.93E-06,101.1,-3.22,-47,101.1,-3,3,-8.11,0.142,325,13.7,0.00188,31.5,2.975,-15.8,31.5,3,3,0,0,0,0,-976,56.3,9.69,-976,56.3,3,23,1.09,319,117,0.212,15,1,79,6,3,PASS
147,3.125,65.5,147,3,3,-2.3,0.0434,326,5.64,-1.28E-05,100.5,-3,21.8,100.5,-3,3,-8.75,0.146,324,16.4,0.00186,31.5,3,-3.25,31.5,3,3,0,0,0,0,-971,56.4,20.2,-970,56.3,3,18.7,0.882,320,116,0.171,15,1,79,6,3,PASS
147,3.125,65.5,147,3,3,-3.14,0.0461,326,4.32,-1.92E-05,99.9,-2.95,-47,99.9,-3,3,-8.49,0.146,325,16.3,0.00184,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-965,56.3,-49.2,-965,56.3,3.000000954,21.9,0.854,322,118,0.164,15,1,79,6,3,PASS
147,3.125,59.3,147,3,3,-3.58,0.0457,326,4.26,6.73E-06,99.3,-2.75,-3.25,99.3,-3,3,-8.47,0.145,325,15.3,0.00167,31.5,3,3,31.5,3,3,0,0,0,0,-960,56.4,17.8,-960,56.3,2.999999046,21.1,0.993,319,116,0.191,15,1,79,6,3,PASS
147,3.1,65.5,147,3,3,-2.3,0.0452,326,4.98,-1.93E-05,98.7,-2.7,21.8,98.7,-3,3,-7.37,0.107,325,13.8,0.00124,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-955,56.3,-3,-954,56.3,3,25.5,0.952,321,118,0.182,15,1,79,6,3,PASS
147,3.35,-103,147,3.605,12.03,5.12,0.0736,326,6.17,7.99E-05,98.2,-2.8,46.8,98.2,-2.97,3.888,-5.61,0.107,324,15.6,0.00136,31.5,2.975,-9.5,31.5,3,3,0,0,0,0,-949,56.3,-35.6,-949,56.3,3,22.2,0.913,321,118,0.176,15,1,79,6,3,PASS
147,4.63,65.5,147,4.53,11.78,4.94,0.0939,326,7.07,0.000331,97.6,-2.78,90.5,97.6,-2.8,5.29,-4.22,0.071,325,13.8,0.000831,31.5,3.025,9.25,31.5,3,3,0,0,0,0,-944,56.3,-24.1,-943,56.3,3,24.9,1.07,321,114,0.206,15,1,79,6,3,PASS
144,2.85,-72,144,3,3,-2.24,0.0506,329,2.18,7.70E-06,80.8,3.025,15.5,80.8,3,3,1.37,0.0233,328,1.1,0,58.5,3,3,58.5,3,3,0,0,0,0,1553,3,3,1553,3,3,0.243,2.77E-19,329,0,-1.75E-06,15,1,2,50,3,PASS
144,2.75,-135,144,3,3,-0.898,0.0562,329,3.47,2.50E-05,80.8,3.05,21.8,80.8,3,3,1.53,0.0247,328,0.234,3.29E-06,58.5,3.025,9.25,58.5,3,3,0,0,0,0,1553,3.002,3.5,1553,3,3,0.00506,2.77E-19,329,0,5.95E-06,15,1,0,50,3,PASS
144,2.8,-97,144,3,3,-0.803,0.0587,329,3.14,8.83E-06,80.8,3.025,15.5,80.8,3,3,0.379,0.0246,328,1.12,-1.01E-05,58.5,3,3,58.5,3,3,0,0,0,0,1553,3.001,3.25,1553,3,3,0.499,2.77E-19,329,0,0,15,1,0,50,3,PASS
144,3.25,116,144,3,3,-3.29,0.061,329,7.21,-1.86E-05,80.8,2.975,-9.5,80.8,3,3,1.86,0.0255,328,0.102,2.08E-06,58.5,3.025,9.25,58.5,3,3,0,0,0,0,1553,2.999,2.75,1553,3,3,0.489,2.77E-19,329,0,0,15,1,0,50,3,PASS
144,2.8,-84.5,144,3,3,-1.95,0.0521,329,2.34,1.52E-05,80.8,3.025,15.5,80.8,3,3,-0.465,0.0223,328,2.5,-2.60E-06,58.5,3.025,9.25,58.5,3,3,0,0,0,0,1553,2.999,2.5,1553,3,3,0.745,2.77E-19,329,0,0,15,1,0,50,3,PASS
144,3.2,103,144,3,3,-0.851,0.0573,329,3.7,1.72E-05,80.8,3.025,9.25,80.8,3,3,0.542,0.0261,328,1.36,2.61E-06,58.5,3,3,58.5,3,3,0,0,0,0,1553,2.99925,2.812,1553,3,3,0.252,2.77E-19,329,0,0,15,1,0,50,3,PASS
144,2.75,-116,144,3,3,-1.74,0.0498,329,2.85,4.37E-05,80.8,3.025,21.8,80.8,3,3,0.613,0.0243,328,1.36,3.04E-06,58.5,3.025,15.5,58.5,3,3,0,0,0,0,1553,2.99825,2.125,1553,3,3,0.499,2.77E-19,329,0,-3.52E-06,15,1,0,50,3,PASS
144,2.675,-153,144,3,3,-1.15,0.0482,329,3.42,1.44E-05,80.8,3.05,28,80.8,3,3,1.15,0.0235,328,0.506,-5.50E-06,58.5,3.025,9.25,58.5,3,3,0,0,0,0,1553,3,3,1553,3,3,0.736,2.77E-19,329,0,0,15,1,0,50,3,PASS
